Time,Consumption [kW],15min mean System Pout AC-coupling back power (ALL) [kW],15min mean System Pin Consumption power (ALL) [kW],15min mean System Pin Injection power (ALL) [kW],15min mean System Batt Charge Power Pbatt [kW],15min mean System Batt Discharge Power Pbatt [kW],Solar power [kW]
2025-01-05 15:45:00,2.657226666666667,0.0,0.9054027333333333,0.0,0.0,-1.4702262015733332,0.4360193333333333
2025-01-05 16:00:00,2.7302866666666668,0.0,2.41934,0.0,0.0,-0.10568825097333333,0.3280206666666666
2025-01-05 16:15:00,2.228533333333333,0.0,1.883974,0.0,0.0,-0.1058834,0.331718
2025-01-05 16:30:00,1.1926133333333333,0.0,0.939612,0.0,0.0,-0.07291176923333334,0.26752333333333334
2025-01-05 16:45:00,1.2744,0.0,1.2068933333333334,0.0,0.0,-0.0016072432554000001,0.16466666666666668
2025-01-05 17:00:00,1.23546,0.0,1.2745466666666667,0.0,0.0,-0.0015370807066666667,0.06443259999999999
2025-01-05 17:15:00,1.3152586666666666,0.0,1.388038,0.0,9.058771999999999e-05,-0.0015569715720000002,0.014012366666666666
2025-01-05 17:30:00,0.97358,0.0,1.04434,0.0,8.766666666666667e-06,-0.0010368045613333334,0.00265624
2025-01-05 17:45:00,0.778472,0.0,0.8432980000000001,0.0,0.002339525266666667,-0.00011688772,0.00025978666666666666
2025-01-05 18:00:00,0.712156,0.0,0.77797,0.0,0.0021028287733333337,0.0,0.0
2025-01-05 18:15:00,0.7840893333333334,0.0,0.8487993333333334,0.0,0.0019853554400000003,0.0,0.0
2025-01-05 18:30:00,0.8565253333333334,0.0,0.9191353333333333,0.0,0.0014840073066666667,-9.994e-05,0.0
2025-01-05 18:45:00,0.795806,0.0,0.862084,0.0,0.0024277810533333334,0.0,0.0
2025-01-05 19:00:00,0.8400246666666666,0.0,0.9065386666666666,0.0,0.0021197764933333337,0.0,0.0
2025-01-05 19:15:00,0.8116786666666667,0.0,0.8766553333333333,0.0,0.002199262106666667,0.0,0.0
2025-01-05 19:30:00,1.7827713333333333,0.0,1.8666853333333333,0.0,0.0010572635066666666,-0.004645712653333333,0.0
2025-01-05 19:45:00,2.81046,0.0,2.9042866666666667,0.0,0.0,-0.008488447733333333,0.0
2025-01-05 20:00:00,1.2834093333333334,0.0,1.3495846666666664,0.0,0.0008871982386666667,-0.0018094284279999999,0.0
2025-01-05 20:15:00,2.1875720000000003,0.0,2.2728759999999997,0.0,0.00042488877333333335,-0.00562768452,0.0
2025-01-05 20:30:00,0.729112,0.0,0.79612,0.0,0.0021379024533333337,0.0,0.0
2025-01-05 20:45:00,1.1858739999999999,0.0,1.2578313333333333,0.0,0.0020558685453333334,-0.00113616,0.0
2025-01-05 21:00:00,0.813508,0.0,0.8772866666666667,0.0,0.0017609357866666666,-6.428772e-06,0.0
2025-01-05 21:15:00,0.759554,0.0,0.824076,0.0,0.001971917893333333,-9.351228000000001e-06,0.0
2025-01-05 21:30:00,0.9015353333333334,0.0,0.9682086666666667,0.0,0.0014587813986666669,-0.00033547228,0.0
2025-01-05 21:45:00,1.29818,0.0,1.36454,0.0,0.0,-0.0026510435066666666,0.0
2025-01-05 22:00:00,1.1913533333333333,0.0,1.2615066666666666,0.0,0.0,-0.0014202035066666666,0.0
2025-01-05 22:15:00,1.1309266666666666,0.0,1.2007066666666666,0.0,0.0,-0.00162475088,0.0
2025-01-05 22:30:00,1.1909266666666667,0.0,1.25928,0.0,0.0,-0.0017398957866666667,0.0
2025-01-05 22:45:00,1.1599133333333334,0.0,1.22796,0.0,0.0,-0.0019987964933333336,0.0
2025-01-05 23:00:00,1.1583866666666667,0.0,1.2273866666666668,0.0,0.0,-0.0021387966533333333,0.0
2025-01-05 23:15:00,1.094274,0.0,1.1605033333333334,0.0,0.0011256435066666667,-0.00156631228,0.0
2025-01-05 23:30:00,0.9573433333333333,0.0,1.0222293333333332,0.0,0.0008830943866666667,-0.00113499228,0.0
2025-01-05 23:45:00,0.643818,0.0,0.7096713333333333,0.0,0.0017545045600000002,0.0,0.0
2025-01-06 00:00:00,0.693898,0.0,0.7591586666666666,0.0,0.0019140543866666667,0.0,0.0
